claim_id,accident_year,line_of_business,risk_class,exposure,previous_claims,deductible,coverage_limit,development_month,claim_amount,reported_amount,paid_amount,reserve
CLM-00254,2019,property,A,3634000.0,3,100000,1000000.0,7,96769.0,88535.0,13838.0,74697.0
CLM-00255,2022,general_liability,A,3582000.0,1,50000,10000000.0,39,92153.0,92265.0,73019.0,19246.0
CLM-00256,2022,business_interruption,C,2034000.0,1,25000,10000000.0,32,88081.0,97314.0,50000.0,47314.0
CLM-00257,2024,cyber,C,1756000.0,1,50000,2000000.0,34,31883.0,33614.0,20583.0,13031.0
CLM-00258,2018,property,A,1764000.0,3,50000,2000000.0,55,269757.0,277719.0,262795.0,14924.0
CLM-00259,2019,property,A,2528000.0,1,50000,2000000.0,26,19734.0,19505.0,9086.0,10419.0
CLM-00260,2018,auto,B,4636000.0,0,100000,5000000.0,19,142813.0,131211.0,52576.0,78635.0
CLM-00261,2023,property,A,2230000.0,1,50000,2000000.0,23,59975.0,68836.0,25546.0,43290.0
CLM-00262,2018,auto,C,1158000.0,1,50000,1000000.0,49,147051.0,138771.0,134098.0,4673.0
CLM-00263,2024,auto,A,3280000.0,1,50000,2000000.0,32,256341.0,247068.0,156034.0,91034.0
CLM-00264,2020,property,A,3476000.0,0,25000,2000000.0,11,85654.0,82140.0,17838.0,64302.0
CLM-00265,2020,property,D,2962000.0,4,50000,2000000.0,42,118161.0,133166.0,101715.0,31451.0
CLM-00266,2024,property,A,3128000.0,2,250000,1000000.0,45,159791.0,174320.0,139388.0,34932.0
CLM-00267,2023,business_interruption,A,1700000.0,0,50000,5000000.0,15,24485.0,24836.0,7541.0,17295.0
CLM-00268,2021,general_liability,A,1145000.0,0,25000,2000000.0,34,45351.0,51648.0,30807.0,20841.0
CLM-00269,2024,auto,A,1188000.0,0,50000,2000000.0,34,12338.0,11267.0,7889.0,3378.0
CLM-00270,2023,general_liability,A,750000.0,3,250000,2000000.0,11,17664.0,19844.0,3740.0,16104.0
CLM-00271,2022,auto,A,2306000.0,2,250000,2000000.0,1,57312.0,52447.0,2603.0,49844.0
CLM-00272,2020,property,A,1902000.0,2,50000,5000000.0,44,72630.0,72469.0,64866.0,7603.0
CLM-00273,2024,property,A,1536000.0,2,50000,10000000.0,37,10682.0,9758.0,7231.0,2527.0
CLM-00274,2023,auto,B,340000.0,1,50000,1000000.0,43,69493.0,79899.0,61660.0,18239.0
CLM-00275,2024,auto,B,946000.0,0,100000,5000000.0,23,25331.0,28589.0,11374.0,17215.0
CLM-00276,2024,property,B,3918000.0,0,100000,5000000.0,31,239006.0,250048.0,145369.0,104679.0
CLM-00277,2021,general_liability,A,1342000.0,2,100000,5000000.0,59,34818.0,33232.0,32294.0,938.0
CLM-00278,2020,business_interruption,B,2483000.0,1,50000,2000000.0,14,26562.0,25744.0,7230.0,18514.0
CLM-00279,2024,property,C,868000.0,0,25000,2000000.0,40,78745.0,79720.0,62350.0,17370.0
CLM-00280,2024,property,C,4742000.0,4,50000,1000000.0,8,67889.0,66578.0,10729.0,55849.0
CLM-00281,2018,general_liability,A,1834000.0,0,25000,10000000.0,4,137972.0,124910.0,10142.0,114768.0
CLM-00282,2022,property,A,2380000.0,0,25000,5000000.0,58,47023.0,50035.0,44078.0,5957.0
CLM-00283,2022,auto,A,8074000.0,6,50000,2000000.0,8,89930.0,94728.0,13537.0,81191.0
CLM-00284,2023,auto,A,4968000.0,0,50000,2000000.0,40,96231.0,108364.0,75826.0,32538.0
CLM-00285,2024,general_liability,B,1664000.0,0,100000,1000000.0,31,24686.0,25160.0,14862.0,10298.0
CLM-00286,2019,auto,B,1401000.0,0,100000,1000000.0,49,18310.0,18057.0,16057.0,2000.0
CLM-00287,2024,general_liability,A,1645000.0,0,100000,5000000.0,33,61888.0,63613.0,40855.0,22758.0
CLM-00288,2022,cyber,B,2716000.0,3,100000,2000000.0,42,32572.0,30900.0,26179.0,4721.0
CLM-00289,2018,property,B,1878000.0,0,100000,5000000.0,54,23358.0,24675.0,21786.0,2889.0
CLM-00290,2021,general_liability,A,1578000.0,1,25000,5000000.0,50,97563.0,106588.0,92772.0,13816.0
CLM-00291,2018,auto,C,4823000.0,0,50000,5000000.0,44,181142.0,169977.0,157401.0,12576.0
CLM-00292,2024,general_liability,A,1868000.0,0,25000,5000000.0,10,14313.0,14021.0,2870.0,11151.0
CLM-00293,2023,property,D,7948000.0,4,25000,1000000.0,11,143220.0,159970.0,28916.0,131054.0
CLM-00294,2024,general_liability,A,2112000.0,0,25000,5000000.0,30,20225.0,20759.0,10954.0,9805.0
CLM-00295,2022,auto,C,5838000.0,3,100000,5000000.0,40,744833.0,769382.0,589893.0,179489.0
CLM-00296,2020,property,D,2478000.0,2,100000,2000000.0,41,359836.0,388840.0,272136.0,116704.0
CLM-00297,2020,auto,D,3564000.0,2,250000,1000000.0,48,119383.0,124692.0,103528.0,21164.0
CLM-00298,2024,cyber,C,1295000.0,2,250000,1000000.0,7,160225.0,146990.0,20321.0,126669.0
CLM-00299,2019,auto,C,1198000.0,3,100000,1000000.0,11,29903.0,32923.0,6146.0,26777.0
CLM-00300,2024,property,B,2635000.0,2,25000,2000000.0,9,43825.0,49553.0,8207.0,41346.0
CLM-00301,2020,cyber,C,3619000.0,4,100000,1000000.0,33,159063.0,145275.0,95532.0,49743.0
CLM-00302,2022,property,A,2049000.0,2,100000,5000000.0,39,79816.0,74254.0,58027.0,16227.0
CLM-00303,2022,business_interruption,B,924000.0,1,100000,1000000.0,7,52243.0,56187.0,7528.0,48659.0
CLM-00304,2018,auto,B,884000.0,1,25000,1000000.0,53,70511.0,74115.0,70123.0,3992.0
CLM-00305,2019,property,C,849000.0,2,25000,2000000.0,19,92107.0,91704.0,32242.0,59462.0
CLM-00306,2019,cyber,B,693000.0,0,250000,1000000.0,40,42287.0,43759.0,34607.0,9152.0
CLM-00307,2023,general_liability,B,2136000.0,1,25000,10000000.0,46,53870.0,57955.0,44957.0,12998.0
CLM-00308,2018,general_liability,B,3928000.0,1,50000,2000000.0,3,55800.0,57257.0,3363.0,53894.0
CLM-00309,2022,general_liability,A,1984000.0,0,50000,1000000.0,52,55335.0,51741.0,47143.0,4598.0
CLM-00310,2018,auto,A,515000.0,0,25000,1000000.0,59,46396.0,42794.0,42266.0,528.0
CLM-00311,2023,auto,B,1784000.0,2,25000,2000000.0,58,87061.0,87907.0,77232.0,10675.0
CLM-00312,2024,cyber,B,1814000.0,5,250000,5000000.0,9,32186.0,36393.0,5767.0,30626.0
CLM-00313,2020,property,A,7034000.0,1,100000,5000000.0,24,27168.0,28240.0,11579.0,16661.0
CLM-00314,2019,auto,B,834000.0,1,250000,2000000.0,14,79598.0,78767.0,21353.0,57414.0
CLM-00315,2021,auto,B,1582000.0,1,25000,5000000.0,28,245318.0,276517.0,136592.0,139925.0
CLM-00316,2022,auto,A,5566000.0,0,25000,2000000.0,59,66668.0,66479.0,57135.0,9344.0
CLM-00317,2023,general_liability,B,2620000.0,0,50000,5000000.0,46,47166.0,48453.0,44505.0,3948.0
CLM-00318,2022,general_liability,B,2804000.0,1,50000,2000000.0,47,92116.0,85587.0,81554.0,4033.0
CLM-00319,2022,cyber,A,2142000.0,1,25000,2000000.0,26,17826.0,19330.0,8447.0,10883.0
CLM-00320,2022,general_liability,D,2438000.0,1,100000,5000000.0,57,475430.0,511123.0,420194.0,90929.0
CLM-00321,2019,property,D,3189000.0,4,250000,5000000.0,56,235388.0,258588.0,212046.0,46542.0
CLM-00322,2019,general_liability,B,1231000.0,4,50000,2000000.0,49,42641.0,41844.0,37514.0,4330.0
CLM-00323,2024,property,A,3387000.0,1,50000,10000000.0,49,40000000.0,48289.0,44345.0,3944.0
CLM-00324,2022,property,B,878000.0,3,50000,5000000.0,40,41121.0,38739.0,32381.0,6358.0
CLM-00325,2024,property,C,2436000.0,0,25000,1000000.0,6,309968.0,353713.0,35453.0,318260.0
CLM-00326,2022,auto,B,2226000.0,0,25000,5000000.0,18,54675.0,50384.0,151152.0,31643.0
CLM-00327,2021,business_interruption,C,1382000.0,1,50000,5000000.0,47,102934.0,109342.0,97489.0,11853.0
CLM-00328,2021,general_liability,B,1973000.0,4,50000,2000000.0,20,146880.0,158089.0,54783.0,103306.0
CLM-00329,2022,property,B,1377000.0,0,50000,2000000.0,11,29864.0,28055.0,6457.0,21598.0
CLM-00330,2019,cyber,A,1051000.0,1,100000,5000000.0,57,49410.0,48982.0,48616.0,366.0
CLM-00331,2021,property,C,1618000.0,0,25000,5000000.0,30,110020.0,100204.0,60733.0,39471.0
CLM-00332,2023,business_interruption,A,1031000.0,1,25000,2000000.0,52,10199.0,10598.0,9618.0,980.0
CLM-00333,2018,auto,B,2427000.0,3,25000,1000000.0,18,106961.0,122870.0,39797.0,83073.0
CLM-00334,2018,property,C,1003000.0,4,25000,2000000.0,22,100780.0,101533.0,42933.0,58600.0
CLM-00335,2019,general_liability,A,3066000.0,1,50000,10000000.0,21,60973.0,69967.0,26583.0,43384.0
CLM-00336,2022,general_liability,B,984000.0,0,100000,5000000.0,23,55225.0,51445.0,23723.0,27722.0
CLM-00337,2019,cyber,A,1424000.0,0,100000,1000000.0,27,52195.0,52097.0,27441.0,24656.0
CLM-00338,2021,property,C,1375000.0,2,50000,5000000.0,18,322660.0,363151.0,108493.0,254658.0
CLM-00339,2018,cyber,A,4429000.0,1,50000,5000000.0,49,20571.0,23023.0,17497.0,5526.0
CLM-00340,2019,cyber,D,2438000.0,3,25000,2000000.0,20,126246.0,123834.0,52581.0,71253.0
CLM-00341,2018,cyber,A,1761000.0,0,50000,1000000.0,27,79424.0,84956.0,39583.0,45373.0
CLM-00342,2023,cyber,D,2698000.0,5,50000,2000000.0,52,318728.0,357466.0,317442.0,40024.0
CLM-00343,2021,property,C,565000.0,0,100000,1000000.0,27,99894.0,109056.0,53266.0,55790.0
CLM-00344,2019,general_liability,B,1949000.0,0,50000,2000000.0,1,756290.0,799489.0,37270.0,762219.0
CLM-00345,2021,cyber,C,6630000.0,0,25000,5000000.0,1,212512.0,199367.0,10573.0,188794.0
CLM-00346,2024,general_liability,C,2165000.0,2,25000,10000000.0,27,300163.0,275625.0,157896.0,117729.0
CLM-00347,2023,property,D,2083000.0,4,25000,2000000.0,39,135702.0,142983.0,110253.0,32730.0
CLM-00348,2024,property,A,2779000.0,1,250000,5000000.0,57,21656.0,22199.0,20900.0,1299.0
CLM-00349,2020,property,B,3423000.0,2,25000,10000000.0,8,64594.0,61979.0,9997.0,51982.0
CLM-00350,2020,cyber,A,603000.0,2,25000,1000000.0,33,74268.0,72277.0,48416.0,23861.0
CLM-00351,2020,general_liability,B,729000.0,2,25000,1000000.0,18,83973.0,83807.0,27684.0,56123.0
CLM-00352,2020,auto,A,2269000.0,1,100000,5000000.0,28,72323.0,74050.0,35930.0,38120.0
CLM-00353,2024,business_interruption,B,1302000.0,2,50000,5000000.0,27,55503.0,55368.0,27740.0,27628.0
CLM-00354,2018,property,B,4395000.0,3,50000,2000000.0,19,70603.0,70379.0,25578.0,564824.0
CLM-00355,2023,cyber,B,1655000.0,3,50000,5000000.0,2,65855.0,61175.0,2911.0,58264.0
CLM-00356,2024,property,B,627000.0,3,25000,5000000.0,5,116594.0,130165.0,11260.0,118905.0
CLM-00357,2023,property,C,935000.0,1,100000,5000000.0,32,172989.0,182034.0,109409.0,72625.0
CLM-00358,2022,property,C,384000.0,2,25000,5000000.0,14,28459.0,26653.0,7872.0,18781.0
CLM-00359,2023,general_liability,B,1738000.0,2,25000,1000000.0,20,143691.0,144549.0,58917.0,85632.0
CLM-00360,2018,general_liability,B,1786000.0,0,50000,1000000.0,6,34561.0,34705.0,4298.0,30407.0
CLM-00361,2023,general_liability,D,1550000.0,2,25000,1000000.0,3,215933.0,226763.0,13275.0,213488.0
CLM-00362,2021,property,A,3821000.0,4,25000,10000000.0,8,61297.0,64498.0,9634.0,54864.0
CLM-00363,2024,property,A,4105000.0,1,100000,10000000.0,23,238802.0,253442.0,100794.0,152648.0
CLM-00364,2018,auto,A,1806000.0,1,50000,5000000.0,10,32619.0,35048.0,6738.0,28310.0
CLM-00365,2024,property,B,556000.0,1,25000,1000000.0,14,58991.0,54616.0,15076.0,39540.0
CLM-00366,2022,cyber,B,2897000.0,1,50000,2000000.0,19,131004.0,127890.0,45255.0,82635.0
CLM-00367,2018,business_interruption,C,2791000.0,1,100000,1000000.0,18,48590.0,43942.0,16356.0,27586.0
CLM-00368,2021,auto,B,2408000.0,2,25000,2000000.0,1,73516.0,74520.0,3441.0,71079.0
CLM-00369,2018,auto,A,3604000.0,2,25000,2000000.0,8,48133.0,48487.0,7639.0,40848.0
CLM-00370,2018,auto,C,994000.0,2,50000,5000000.0,58,56229.0,60929.0,47907.0,13022.0
CLM-00371,2021,auto,C,6675000.0,1,50000,1000000.0,41,89319.0,84119.0,73753.0,10366.0
CLM-00372,2023,business_interruption,A,1125000.0,4,250000,5000000.0,8,146004.0,154454.0,21323.0,133131.0
CLM-00373,2018,business_interruption,B,3135000.0,2,50000,10000000.0,18,48927.0,47786.0,16411.0,31375.0
CLM-00374,2019,general_liability,A,727000.0,1,25000,5000000.0,23,63019.0,62734.0,27126.0,35608.0
CLM-00375,2020,auto,A,1145000.0,1,50000,1000000.0,55,56281.0,60773.0,50645.0,10128.0
CLM-00376,2021,cyber,A,4968000.0,1,50000,10000000.0,53,17407.0,15978.0,16781.0,0.0
CLM-00377,2018,property,D,1710000.0,1,25000,5000000.0,47,213738.0,210681.0,179178.0,31503.0
CLM-00378,2022,general_liability,B,3311000.0,2,50000,2000000.0,7,23820.0,23768.0,3055.0,20713.0
CLM-00379,2021,auto,B,2306000.0,3,25000,5000000.0,30,148048.0,159735.0,78960.0,80775.0
CLM-00380,2024,auto,C,1878000.0,2,100000,5000000.0,30,66318.0,62989.0,40070.0,22919.0
CLM-00381,2020,general_liability,B,4533000.0,0,100000,2000000.0,39,78945.0,89749.0,63986.0,25763.0
CLM-00382,2021,property,D,1735000.0,4,50000,2000000.0,51,53318.0,61286.0,50595.0,10691.0
CLM-00383,2018,property,C,687000.0,3,250000,2000000.0,20,98461.0,108773.0,38503.0,70270.0
CLM-00384,2024,auto,B,1235000.0,3,250000,1000000.0,34,165736.0,161581.0,115777.0,45804.0
CLM-00385,2023,business_interruption,B,2784000.0,1,25000,5000000.0,16,36346.0,38744.0,10761.0,27983.0
CLM-00386,2020,cyber,D,2536000.0,4,50000,1000000.0,13,108807.0,100188.0,25342.0,74846.0
CLM-00387,2021,general_liability,C,781000.0,6,50000,2000000.0,19,174293.0,194828.0,63920.0,130908.0
CLM-00388,2024,property,D,1295000.0,7,25000,2000000.0,45,310959.0,319976.0,259180.0,60796.0
CLM-00389,2020,cyber,A,1411000.0,1,50000,2000000.0,27,4996.0,4717.0,2579.0,2138.0
CLM-00390,2019,auto,C,1606000.0,0,25000,2000000.0,41,526198.0,516650.0,412805.0,103845.0
CLM-00391,2019,general_liability,B,876000.0,2,250000,5000000.0,42,98099.0,107927.0,77066.0,30861.0
CLM-00392,2022,general_liability,A,1372000.0,3,50000,2000000.0,22,97482.0,108942.0,41237.0,67705.0
CLM-00393,2019,property,B,1292000.0,3,100000,1000000.0,58,63959.0,65873.0,58012.0,7861.0
CLM-00394,2018,cyber,B,3177000.0,3,50000,5000000.0,3,17159.0,17504.0,930.0,16574.0
CLM-00395,2019,auto,A,3250000.0,2,25000,10000000.0,54,109430.0,119025.0,107242.0,11783.0
CLM-00396,2024,general_liability,B,1832000.0,7,100000,2000000.0,1,65763.0,72770.0,3141.0,69629.0
CLM-00397,2024,business_interruption,C,1581000.0,4,25000,2000000.0,23,191987.0,209498.0,78765.0,130733.0
CLM-00398,2024,auto,A,2175000.0,1,25000,1000000.0,50,40883.0,40724.0,35461.0,5263.0
CLM-00399,2019,business_interruption,B,1225000.0,1,50000,1000000.0,42,75819.0,80405.0,57351.0,23054.0
CLM-00400,2021,general_liability,B,1005000.0,0,50000,2000000.0,20,26766.0,29826.0,9583.0,20243.0
CLM-00401,2021,general_liability,A,1138000.0,2,50000,10000000.0,54,99847.0,93651.0,85754.0,7897.0
CLM-00402,2021,business_interruption,D,1367000.0,0,25000,5000000.0,9,40125.0,40006.0,6572.0,33434.0
CLM-00403,2018,business_interruption,C,995000.0,1,50000,2000000.0,41,622121.0,568715.0,519269.0,49446.0
CLM-00404,2022,business_interruption,A,2204000.0,2,25000,10000000.0,32,405491.0,406391.0,263362.0,143029.0
CLM-00405,2018,cyber,D,3099000.0,2,25000,2000000.0,13,731850.0,799964.0,191762.0,608202.0
CLM-00406,2019,general_liability,C,772000.0,4,50000,2000000.0,56,310013.0,294282.0,292096.0,2186.0
CLM-00407,2020,property,A,2030000.0,1,25000,2000000.0,46,45345.0,46953.0,41653.0,5300.0
CLM-00408,2022,general_liability,C,1753000.0,3,25000,1000000.0,1,318493.0,289557.0,15300.0,274257.0
CLM-00409,2024,business_interruption,A,2455000.0,1,50000,5000000.0,6,47056.0,52910.0,5784.0,47126.0
CLM-00410,2022,general_liability,D,1985000.0,5,100000,2000000.0,4,47305.0,52272.0,3784.0,48488.0
CLM-00411,2021,cyber,B,836000.0,4,25000,5000000.0,25,273548.0,282056.0,136841.0,145215.0
CLM-00412,2021,business_interruption,B,938000.0,5,50000,2000000.0,26,217743.0,234389.0,114478.0,119911.0
CLM-00413,2021,business_interruption,A,2036000.0,1,25000,10000000.0,44,47604.0,44080.0,40733.0,3347.0
CLM-00414,2019,business_interruption,C,3708000.0,2,250000,5000000.0,41,41196.0,45781.0,31034.0,14747.0
CLM-00415,2024,auto,A,530000.0,2,25000,2000000.0,1,22356.0,24118.0,964.0,23154.0
CLM-00416,2024,general_liability,A,2461000.0,1,25000,1000000.0,29,9969.0,9271.0,5498.0,3773.0
CLM-00417,2019,business_interruption,A,4083000.0,2,50000,10000000.0,48,147770.0,169222.0,127637.0,41585.0
CLM-00418,2018,property,C,1825000.0,5,25000,2000000.0,54,31212.0,28267.0,27323.0,944.0
CLM-00419,2019,property,A,2782000.0,0,25000,2000000.0,18,63264.0,66878.0,20250.0,46628.0
CLM-00420,2022,business_interruption,D,1312000.0,3,25000,5000000.0,3,68851.0,64922.0,3851.0,61071.0
CLM-00421,2018,auto,B,1862000.0,0,50000,1000000.0,10,17370.0,18756.0,3602.0,15154.0
CLM-00422,2018,general_liability,A,756000.0,5,50000,2000000.0,21,65233.0,59858.0,25881.0,33977.0
CLM-00423,2022,property,A,490000.0,0,50000,2000000.0,27,23444.0,21575.0,11686.0,9889.0
CLM-00424,2019,general_liability,A,3521000.0,1,100000,2000000.0,22,119394.0,121373.0,49826.0,71547.0
CLM-00425,2018,business_interruption,B,1108000.0,1,50000,2000000.0,6,19071.0,21903.0,2134.0,19769.0
CLM-00426,2018,auto,C,1522000.0,1,250000,2000000.0,21,46377.0,44945.0,19297.0,25648.0
CLM-00427,2022,general_liability,A,870000.0,0,100000,1000000.0,18,4262.0,4488.0,1511.0,2977.0
CLM-00428,2020,auto,C,858000.0,2,100000,1000000.0,30,12051.0,12408.0,6433.0,5975.0
CLM-00429,2019,cyber,A,1802000.0,3,100000,1000000.0,5,281174.0,312252.0,27142.0,285110.0
CLM-00430,2022,business_interruption,C,1291000.0,1,50000,10000000.0,48,573908.0,557923.0,490938.0,66985.0
CLM-00431,2019,general_liability,D,2509000.0,4,25000,2000000.0,26,203731.0,211623.0,105014.0,106609.0
CLM-00432,2021,auto,C,2624000.0,6,50000,2000000.0,20,74672.0,84951.0,30814.0,54137.0
CLM-00433,2021,property,B,2425000.0,0,25000,2000000.0,55,51225.0,50362.0,50514.0,409800.0
CLM-00434,2022,general_liability,C,2308000.0,4,50000,5000000.0,45,283919.0,286716.0,234461.0,52255.0
CLM-00435,2022,property,A,5154000.0,1,25000,1000000.0,9,38876.0,43627.0,7008.0,36619.0
CLM-00436,2022,general_liability,A,1054000.0,2,25000,2000000.0,9,55723.0,54783.0,10124.0,44659.0
CLM-00437,2019,auto,A,1935000.0,0,250000,5000000.0,1,44120.0,43907.0,2161.0,41746.0
CLM-00438,2018,general_liability,B,3946000.0,1,50000,2000000.0,34,49137.0,47959.0,30940.0,17019.0
CLM-00439,2021,property,C,4271000.0,0,50000,5000000.0,22,68222.0,75207.0,28693.0,46514.0
CLM-00440,2018,property,B,852000.0,2,50000,5000000.0,23,78832.0,89285.0,33363.0,55922.0
CLM-00441,2021,property,C,1658000.0,2,50000,5000000.0,31,42122.0,44556.0,23222.0,21334.0
CLM-00442,2022,auto,A,4518000.0,0,100000,1000000.0,33,82843.0,87475.0,54041.0,33434.0
CLM-00443,2023,property,C,2713000.0,1,50000,1000000.0,1,69302.0,69129.0,3170.0,65959.0
CLM-00444,2022,property,A,2249000.0,1,50000,1000000.0,7,56296.0,50842.0,7284.0,43558.0
CLM-00445,2024,business_interruption,A,1755000.0,0,50000,5000000.0,48,151345.0,142792.0,147874.0,0.0
CLM-00446,2021,property,C,1589000.0,2,50000,10000000.0,58,86296.0,80847.0,79768.0,1079.0
CLM-00447,2021,cyber,D,2378000.0,4,50000,10000000.0,51,423166.0,393109.0,422827.0,0.0
CLM-00448,2019,auto,B,1719000.0,1,250000,2000000.0,55,13276.0,14119.0,12864.0,1255.0
CLM-00449,2022,auto,A,1950000.0,0,50000,5000000.0,28,29283.0,27353.0,16747.0,10606.0
CLM-00450,2023,auto,B,2097000.0,2,50000,2000000.0,50,77744.0,71634.0,75101.0,0.0
CLM-00451,2020,property,A,1331000.0,1,50000,5000000.0,53,248603.0,247520.0,215263.0,32257.0
CLM-00452,2018,cyber,C,2752000.0,3,50000,2000000.0,54,21381.0,20574.0,18382.0,2192.0
CLM-00453,2018,cyber,C,11492000.0,2,250000,1000000.0,9,150988.0,141395.0,27950.0,113445.0
CLM-00454,2022,general_liability,A,689000.0,1,100000,1000000.0,9,138555.0,129761.0,22621.0,107140.0
CLM-00455,2022,cyber,A,2429000.0,1,50000,10000000.0,25,25248.0,24340.0,11949.0,12391.0
CLM-00456,2018,general_liability,A,1267000.0,0,50000,2000000.0,31,33148.0,34282.0,20155.0,14127.0
CLM-00457,2018,business_interruption,D,2828000.0,1,50000,2000000.0,58,204759.0,223090.0,180553.0,42537.0
CLM-00458,2022,cyber,B,2057000.0,3,25000,2000000.0,20,96520.0,107446.0,35543.0,71903.0
CLM-00459,2020,property,C,3159000.0,1,50000,2000000.0,50,450399.0,489969.0,414338.0,75631.0
CLM-00460,2020,cyber,B,4049000.0,3,100000,10000000.0,54,144983.0,153255.0,131084.0,22171.0
CLM-00461,2019,business_interruption,B,2245000.0,0,50000,1000000.0,58,217141.0,244698.0,206607.0,38091.0
CLM-00462,2023,auto,A,3945000.0,0,25000,1000000.0,12,38570.0,39725.0,8305.0,31420.0
CLM-00463,2023,property,D,490000.0,4,100000,5000000.0,15,63980.0,67713.0,18461.0,49252.0
CLM-00464,2018,cyber,A,5194000.0,0,100000,2000000.0,14,46623.0,46758.0,11914.0,34844.0
CLM-00465,2018,auto,B,2505000.0,0,25000,1000000.0,45,23802.0,23370.0,20998.0,2372.0
CLM-00466,2021,general_liability,B,3818000.0,2,50000,1000000.0,42,136111.0,133787.0,103309.0,30478.0
CLM-00467,2022,cyber,B,962000.0,8,50000,1000000.0,25,71265.0,66781.0,32650.0,34131.0
CLM-00468,2019,auto,D,1215000.0,6,100000,2000000.0,6,100228.0,110166.0,12160.0,98006.0
CLM-00469,2019,cyber,A,2183000.0,2,25000,1000000.0,32,84550.0,77265.0,49900.0,27365.0
CLM-00470,2022,auto,B,1980000.0,5,25000,1000000.0,44,33947.0,36278.0,29891.0,6387.0
CLM-00471,2021,property,B,2370000.0,1,50000,5000000.0,29,144395.0,161161.0,77726.0,83435.0
CLM-00472,2018,business_interruption,B,3834000.0,2,25000,5000000.0,17,57331.0,58727.0,17975.0,40752.0
CLM-00473,2022,auto,A,694000.0,1,50000,5000000.0,36,106191.0,97436.0,71271.0,26165.0
CLM-00474,2018,general_liability,A,3587000.0,0,100000,2000000.0,40,36570.0,36830.0,29931.0,6899.0
CLM-00475,2019,general_liability,A,2010000.0,2,25000,2000000.0,36,93375.0,92050.0,63699.0,28351.0
CLM-00476,2022,property,A,1770000.0,1,50000,10000000.0,53,55575.0,63710.0,49271.0,444600.0
CLM-00477,2019,auto,B,827000.0,2,250000,5000000.0,19,117378.0,125925.0,43233.0,82692.0
CLM-00478,2018,general_liability,B,2705000.0,0,50000,2000000.0,37,76028.0,82136.0,53204.0,28932.0
CLM-00479,2024,business_interruption,B,470000.0,3,50000,2000000.0,52,12649.0,13015.0,12251.0,764.0
CLM-00480,2019,business_interruption,B,2951000.0,1,50000,2000000.0,13,189015.0,203636.0,51118.0,152518.0
CLM-00481,2021,cyber,B,817000.0,2,25000,2000000.0,17,55364.0,59829.0,18216.0,41613.0
CLM-00482,2023,property,A,2065000.0,2,25000,2000000.0,3,108334.0,99298.0,6214.0,93084.0
CLM-00483,2024,auto,B,1862000.0,1,50000,1000000.0,23,126471.0,120862.0,54629.0,66233.0
CLM-00484,2023,property,A,4034000.0,2,50000,10000000.0,3,31378.0,28342.0,1953.0,26389.0
CLM-00485,2020,cyber,A,1797000.0,4,25000,2000000.0,45,8000000.0,27212.0,22905.0,4307.0
CLM-00486,2023,general_liability,B,1319000.0,4,25000,2000000.0,6,142938.0,159940.0,15664.0,144276.0
CLM-00487,2018,business_interruption,B,1476000.0,2,100000,1000000.0,42,52867.0,55637.0,46045.0,9592.0
CLM-00488,2020,general_liability,A,4293000.0,2,25000,5000000.0,35,148474.0,152194.0,107627.0,44567.0
CLM-00489,2019,property,B,2759000.0,3,100000,5000000.0,60,74942.0,84796.0,68599.0,16197.0
CLM-00490,2021,business_interruption,B,1587000.0,2,50000,1000000.0,21,177666.0,167549.0,70129.0,97420.0
CLM-00491,2024,general_liability,C,1735000.0,1,50000,2000000.0,21,138671.0,127390.0,57760.0,69630.0
CLM-00492,2023,cyber,B,781000.0,0,25000,5000000.0,15,65415.0,73875.0,19918.0,53957.0
CLM-00493,2024,business_interruption,B,2525000.0,4,25000,5000000.0,33,66575.0,74943.0,42327.0,32616.0
CLM-00494,2018,general_liability,A,696000.0,0,50000,1000000.0,14,42604.0,45618.0,11179.0,34439.0
CLM-00495,2023,general_liability,C,3140000.0,0,50000,5000000.0,7,296782.0,285354.0,38745.0,246609.0
CLM-00496,2023,auto,B,2160000.0,1,25000,2000000.0,57,67162.0,76729.0,60378.0,16351.0
CLM-00497,2021,cyber,B,8376000.0,1,50000,1000000.0,41,159617.0,174196.0,118302.0,55894.0
CLM-00498,2018,business_interruption,B,1034000.0,0,50000,1000000.0,8,56456.0,60322.0,9097.0,51225.0
CLM-00499,2018,general_liability,B,1881000.0,5,25000,1000000.0,38,104949.0,100303.0,71930.0,28373.0
CLM-00500,2024,auto,B,5883000.0,1,50000,2000000.0,19,427290.0,439370.0,153871.0,285499.0
CLM-00501,2020,property,C,4088000.0,2,25000,2000000.0,11,375008.0,414625.0,83812.0,330813.0
CLM-00502,2022,auto,C,1317000.0,4,50000,5000000.0,29,120745.0,134639.0,66430.0,68209.0
CLM-00503,2024,cyber,D,2288000.0,1,25000,1000000.0,48,174741.0,181793.0,156256.0,25537.0
CLM-00504,2021,cyber,B,2002000.0,2,50000,10000000.0,1,39854.0,41077.0,1977.0,39100.0
CLM-00505,2019,general_liability,B,2369000.0,3,50000,1000000.0,22,72481.0,77875.0,28868.0,49007.0
CLM-00506,2021,general_liability,C,1315000.0,3,50000,2000000.0,56,137043.0,141437.0,134676.0,6761.0
CLM-00507,2019,property,A,1896000.0,2,50000,10000000.0,24,112041.0,112536.0,48139.0,64397.0
CLM-00508,2019,property,C,767000.0,4,250000,5000000.0,6,192743.0,177585.0,21973.0,155612.0
